xgb_30,lgb_30,lgb_40,lgb_50,nn_v1
3578.787353515625,3607.668429703089,3894.115079116696,3768.3214938499323,4185.0892578125
3379.867578125,3800.204051647529,3972.6442723319524,3607.2090414876147,3953.759765625
1320.170751953125,1260.5482890510864,1210.0283153311561,1194.085016125945,811.9840209960937
2783.426025390625,2639.450054615472,2630.215074260646,3164.222510626878,2480.211962890625
233.23727416992188,402.98476599529647,393.98405134764414,398.9609054775546,423.57465209960935
2040.665576171875,2039.9086919829842,2172.1329713141727,2079.812303539412,1755.054296875
2532.017919921875,2648.2394105071726,2599.735124469952,2497.1945677792787,3164.479150390625
2917.3494140625,2961.274417840699,2969.6038958195627,3051.6217638510257,2655.400537109375
1185.7244140625,1102.0076308904197,1114.7568885162477,1130.757772901324,1220.905078125
2737.88876953125,2693.202880489655,2709.5120573856702,2823.4755368102437,2531.988427734375
3322.891943359375,3564.383287657911,3489.0218961725977,3291.3924553148195,3368.9185546875
2117.34775390625,1883.787482061562,2031.159512515174,2229.6464482235265,1591.8180908203126
2117.7891845703125,1941.2012208254484,1837.244914726541,1872.0908718579406,1855.177197265625
1478.856884765625,1596.105749545939,1539.1959839965373,1483.473811503241,1069.9338989257812
709.51396484375,706.2347754732187,694.7356521116046,758.478764179816,715.7734985351562
1678.8439697265626,1407.1886895093137,1371.359557092142,1521.1553554989398,1445.762158203125
2872.650634765625,2967.002075785328,2851.3408452067106,2847.10947305387,3224.142041015625
2460.750732421875,2296.6385204822186,2197.0854894995673,2004.1726479407316,2065.9754150390627
1337.087353515625,1296.7388643586212,1253.5291803549176,1351.3177314063423,1318.35498046875
2339.303515625,2521.782905814894,2545.9041423328863,2628.477841088422,3125.06689453125
1026.1074462890624,1005.9047336214538,979.5858348599255,851.2829984679425,865.9787353515625
464.87799682617185,697.7274812312164,666.304022728644,685.8862547511565,742.3804809570313
3129.307080078125,3468.3959986191367,3291.5143037395123,3265.662089960958,3291.799267578125
1458.1283203125,1324.1513692495387,1374.7930236941606,1359.837614707431,1474.559228515625
1719.70751953125,1601.0332173943793,1577.556673118894,1534.1575355925286,1700.82841796875
2233.540576171875,2563.711753098431,2355.436454135536,2461.3380612812566,2036.524462890625
664.7922607421875,824.7872219942099,753.5807299687349,717.1773331413684,673.6942626953125
1557.33388671875,1505.9697674985107,1334.578868752656,1433.44351575384,1543.6585693359375
2133.132568359375,2443.4331595369526,2377.6455480045456,2461.668996407002,2460.784033203125
2796.62099609375,2643.7308040872745,2414.0947052704264,2522.620559405646,2887.039990234375
1763.967431640625,1657.751864118914,1700.6185504863774,1689.7500503855022,1927.0845947265625
2540.127294921875,2642.745710542002,2640.6145547619026,2550.549856145736,2665.84140625
3186.50830078125,3702.83320181141,3770.7167436280442,3858.4995963727515,4018.039208984375
3334.378759765625,3142.517871930264,3241.6488072635298,3113.469547028629,3237.385888671875
2700.578076171875,2738.39231862113,2713.9844565343074,2717.182235303837,2128.3589111328124
2776.76533203125,2807.4559731179515,3000.9659100214726,2715.2922669736095,1715.5702392578125
829.7283325195312,926.3689428894835,858.196924078635,855.7764685969521,962.3627807617188
1869.6845458984376,1804.2602464569209,1684.3533017531522,1870.4000760508472,2147.6342041015623
2040.81552734375,2009.7520181959292,2112.653030610529,2177.963107575936,2269.4261474609375
1730.746533203125,1617.9349289653478,1352.5581261790135,1496.6092831649282,1325.5365478515625
704.1473510742187,961.9492815031344,970.2348334011479,929.9945389207708,1164.0746826171876
3212.039501953125,3086.81512931077,3116.087724093859,3163.4051482503037,3601.418701171875
3947.84736328125,4154.972837734722,3989.4903811618215,3962.347727736737,4574.2216796875
1699.8878662109375,1566.0146553120585,1731.4561697867146,1939.4719870986337,1134.7653564453126
3641.43017578125,3494.8965844184813,3386.564687237928,3367.173880253752,4076.880224609375
2533.60859375,2441.8926050496484,2552.655879418545,2626.116993638215,2534.081494140625
1431.89228515625,1466.8857797431492,1418.1687220239767,1459.5503808055164,1555.4942138671875
2388.540966796875,2378.2744370214514,2951.7575404273443,2557.4091276930776,2799.242919921875
1363.014697265625,1564.0317563922652,1584.9590290377528,1580.456518548657,1607.0572998046875
1616.286279296875,1402.5891364923089,1633.8623794782598,1506.0704426340972,1638.2515625
1624.8233642578125,1612.3480251758397,1559.1714329122374,1524.2991320507085,1378.7888916015625
2444.567919921875,2430.062189640804,1820.3280506326992,2011.3942196582495,2624.70283203125
1482.7767578125,1437.7424485454667,1452.7816177628397,1533.6584624097968,1574.07314453125
1379.8049560546874,1372.9854801197084,1433.3708473479703,1300.217493485493,1250.58828125
939.06357421875,1031.0616556505427,948.7709831080696,884.1048684693703,981.8734130859375
2355.713330078125,2159.575343200979,2149.5906597356366,2130.041681733749,1513.83486328125
1323.978515625,1122.1060404445684,1117.1343736633478,1182.9336633059547,1106.4119506835937
853.8040161132812,754.8999016651835,790.688202903921,765.546684154315,942.9040893554687
956.110595703125,942.0404078314219,938.6155897382177,1031.39778208866,944.6733032226563
2444.563720703125,2361.663048399541,2421.224268951658,2434.1270931009794,2208.959033203125
3049.280029296875,3134.0820805301064,3118.8590456780303,3018.8337956905298,2552.95576171875
3288.52041015625,2513.4602440884673,2633.934527407123,2551.310234734253,3187.722119140625
3998.416748046875,3813.816964466486,3846.540574978837,3800.214857796098,3649.52841796875
2016.9732177734375,2154.544867577636,2214.1324026738034,2409.9638459274834,2127.8917724609373
2201.972119140625,2545.8787590859883,2442.772035141415,2385.022722673967,2482.05703125
1169.22255859375,1129.028251830118,1126.9350784365497,1062.6592704538457,1486.8293212890626
949.8376708984375,1057.4321677437413,1111.88697613168,1062.4288314040791,855.3447509765625
2071.8266357421876,2000.8148570385522,2146.5801743440043,2020.1889919417288,2007.988916015625
2936.8650390625,3152.6458325802846,3088.060474355586,3115.344535696283,2942.75205078125
2378.171044921875,2613.4286734322313,2517.756454645127,2651.9152645802765,2430.260400390625
2779.159716796875,2891.6381090820746,2948.6106307657906,2903.6117715327337,3338.481787109375
5629.5138671875,5883.930640119075,5818.403469788984,5790.90575267717,5378.3978515625
3051.957470703125,2976.208920526978,3066.1781218819106,3031.948443136645,2952.01376953125
2906.770849609375,2940.1398144284226,3018.235818663922,3206.9568428618727,2666.057373046875
3209.422998046875,3101.252748217432,3070.87564696431,3109.578834614459,3554.234326171875
3706.538134765625,3731.417586815734,3606.527821408968,3610.677663171079,2961.382470703125
1427.26201171875,1196.6854967564461,1201.2825726285987,1246.8012997288233,1442.8131591796875
1923.109228515625,1739.7679632852073,1951.119388964175,1953.2275063391698,1325.861328125
2297.98740234375,2951.9085192633183,2972.9296028178005,3146.820151461666,2814.60888671875
815.1712890625,939.229217736825,869.9696713730937,788.572295897432,852.5604125976563
2175.1680419921877,2244.8209769535188,2234.4166897501223,2190.160606355401,2449.641943359375
1526.443505859375,1779.099742404954,1570.0585204414986,1512.7902139018458,1843.189990234375
2183.683251953125,2275.031787462082,2114.8129532559806,2285.9529546260637,2196.85537109375
1859.6686767578126,1967.2786431475665,1752.5784630806222,1769.7498610072362,1416.233056640625
2833.1240234375,2901.325985434779,2809.062712823395,2909.225415917964,2737.65419921875
3713.898681640625,3879.619562147584,3738.621540964655,3922.868450763406,4358.17705078125
1668.87939453125,1429.8600904965886,1479.464695260007,1477.6557022171146,1294.5754150390626
2561.50869140625,2678.6792036641427,2782.216219050367,2754.2116314408186,2915.827392578125
3060.910595703125,2927.4571363012165,3147.154592641835,3020.5979540698527,2704.07099609375
578.0292602539063,716.4659744268376,741.2200138879092,687.9607663767156,653.9608154296875
678.1238403320312,833.3572824129471,833.3825119384322,749.8818051986657,968.5832763671875
3471.157080078125,4016.162695905613,3873.109252687552,3971.6135733538686,3662.303857421875
3797.941259765625,3959.2698583309552,4022.453543997948,3983.3020676304136,4272.76953125
2858.039990234375,2924.039471827397,2990.267468454601,3185.5415185539287,3092.186572265625
3081.265966796875,3276.0963302084633,3401.5692642568783,3225.7235911369175,3486.37041015625
2343.43798828125,2042.7460463930715,2239.1706793877024,2181.8780075149416,1727.3549560546876
2226.8385498046873,2147.3314602516057,2066.327770066476,2385.3233499317917,1811.932373046875
1657.874755859375,1471.1745481077514,1411.4561941237946,1485.0872635379624,1196.2930908203125
2108.9255859375,2154.519549674889,2042.5919799938779,1969.7013639127867,2653.826806640625
935.6330932617187,1061.6677542682023,1060.0552472123393,853.682362542096,1104.5176025390624
673.3795776367188,552.2611723664343,534.8891233895041,561.3117555685056,743.2248657226562
1315.5628662109375,1355.5860378647508,1347.989107636247,1238.4271705518117,1480.8591796875
2034.626611328125,2132.100291880883,2053.9883543159676,1974.2884326278534,2209.415966796875
1992.771630859375,2109.209145655322,1844.5856239011675,1898.6905628181878,2161.07900390625
1953.2188232421875,2034.5773039961289,2155.1437029551926,2041.4145946753022,2533.808837890625
3288.84345703125,3107.612802293336,2983.9815443933016,3057.2362558416826,3563.81435546875
828.7792114257812,655.8729124063215,632.8870290129014,637.041472016848,597.2754455566406
3267.41279296875,3331.4754021814247,3145.514709813174,3069.1238196918976,3856.069140625
1628.17333984375,1410.3741730005543,1603.4274288240135,1542.6116069713864,2099.8654296875
1705.859423828125,1552.101248631926,1527.2012447550228,1519.034917913218,1281.0628173828125
1120.1001953125,1133.462144767894,1121.1449831158404,1167.572928033332,1234.5837158203126
2555.98056640625,2961.31809302221,3155.047961601374,3133.1350901328115,2836.2140625
461.7162658691406,595.5327240757072,673.0811778707922,621.4952007036195,889.929345703125
2423.542138671875,2570.2584964410603,2343.760199019923,2261.32838586955,2319.71884765625
2846.737060546875,2331.723482847301,2391.039177998232,2436.22665660101,2444.080810546875
3082.563525390625,3164.8687841693613,3081.4955360448685,3372.700551187702,3184.531005859375
2418.96533203125,2184.7778206153735,2347.3162946187713,2173.06494268336,2048.7810791015627
2350.6248046875,2219.562256056892,2463.911154912054,2448.234489405105,2166.021484375
2601.21513671875,2236.4498557954394,2243.4226304942563,2143.6050532230884,2412.01484375
3860.05078125,3912.8976008356453,3830.6170086368134,3664.4348275360426,4025.793505859375
1710.10830078125,1916.3910952604153,1781.0560233702345,1713.153768230819,2209.326806640625
1697.220751953125,1337.7963941029177,1445.0056479944233,1417.8450699414627,1246.084814453125
3783.811767578125,3668.8057962757352,3776.236034639841,3665.680715676653,3250.081201171875
4351.608349609375,4234.171757125756,4385.247945332759,4467.297819501933,3002.329638671875
1754.4969482421875,1527.0528386470257,1833.384290834772,1698.7684935608456,1187.6783447265625
985.52900390625,861.4881278597688,822.5068508245956,883.4273928277978,934.2406494140625
2020.5104248046875,1939.5064954535144,2088.4940989930947,1975.5297840907467,2220.5548828125
3052.600341796875,3360.8222465052545,3289.685419688415,3433.2136510603195,3293.976123046875
724.2840942382812,802.0255808304978,739.7321311839181,827.5936491941242,771.7146484375
3474.34091796875,3399.6915697080635,3352.5242529319135,3259.2997430874216,4142.197412109375
1272.633154296875,1459.1943896854227,1517.1674433199307,1299.8903836501345,1333.9467529296876
1627.8315185546876,1716.7750624127966,1457.5317971634172,1613.6203994382697,1518.3514892578125
3902.711474609375,3658.750266288899,3731.082317536699,3588.164032948035,3517.283154296875
3290.011181640625,3269.833434920361,3344.5048459905397,3136.8452601683384,3197.66298828125
2206.98701171875,1993.7572515331606,2220.920865788071,2120.7150608497113,2259.890966796875
744.164794921875,744.1831740337594,754.2340219985247,803.3606610470122,865.5981201171875
1201.5478271484376,910.1980077377123,1117.4307240423868,1045.6037084775821,744.0877319335938
2177.5041015625,2234.484608770729,2190.258784471959,2252.218082567932,2577.697412109375
789.97392578125,927.5641311179781,828.0357172956165,815.0594546452132,869.2189453125
853.0397338867188,950.0985072240916,925.545957763489,918.5392461279123,816.2561645507812
1383.2268798828125,1445.631486601297,1390.4770117434155,1378.2512223757935,1206.1061279296875
4353.05166015625,3876.6217785330955,4155.898893956571,4057.3482328054115,4385.8486328125
2161.274169921875,2144.4427942605957,2124.6529507040777,2170.0610636980264,2124.429931640625
2026.17998046875,2234.1113688639457,2094.2469589930706,2175.410662348916,2043.1415283203125
2510.034521484375,2610.5082439129924,2728.833736721156,2804.6465422583024,2822.4431640625
2390.376416015625,2267.353565164762,2455.772314133084,2388.4138635893096,2884.123779296875
1578.8198974609375,1377.5889909834045,1347.3873831089272,1306.685300596499,2089.55439453125
2076.819140625,2122.412006910362,2086.8895243585016,2236.0603470806536,1980.924853515625
3415.911865234375,3504.4814696731582,3450.788734047309,3479.407526438806,3576.518115234375
1526.102001953125,1368.3610111501407,1314.2660817380336,1280.4053588414808,1354.4439208984375
804.826904296875,797.9508328040981,812.6233425928401,912.4706157995864,1152.71142578125
587.7169921875,798.8315139624292,765.1238747420522,827.5733446133418,960.7903076171875
2128.1928955078124,2145.4210108263587,2049.5615578893335,2015.3706529764538,1863.2618896484375
2541.64033203125,2501.400126685941,2281.395885823862,2283.6384769482684,2340.13154296875
2029.2397216796876,2066.23523822434,1849.9182314325212,1884.405403854826,1464.71689453125
3982.17607421875,3687.643893207403,3798.1889114453807,3596.447978750633,3315.476220703125
882.7162719726563,975.7386063519228,1012.8191457073448,957.0932592197893,625.696875
1711.888720703125,1849.2264353427577,1720.6405632104058,1859.3752268767694,1592.2522216796874
1414.82548828125,1214.5695866507813,1316.4298636519452,1237.0065744548542,1392.8715087890625
2620.866748046875,2493.4014025750616,2674.462047335318,2409.2380344083954,2759.514990234375
2255.9217529296875,1952.6782262949287,1979.6689872485126,1871.9729608181478,2373.842724609375
2785.2271484375,2410.189210647345,2419.8680713198182,2422.5554927012117,2225.0398193359374
1350.64267578125,1217.1140722284667,1337.480780017996,1159.442014024527,1345.368701171875
3924.828125,4051.8775329061345,4115.847276216295,4281.4824750152275,4611.19892578125
1493.398876953125,1294.0022100122715,1429.498371003793,1407.7426044622723,1441.69921875
430.92083129882815,443.25127895898606,495.3085605763105,504.91302663923045,373.4779541015625
979.9164916992188,1033.7160632644207,1038.2341010970395,1070.61114609682,1043.855859375
1686.658203125,1387.428884359778,1538.877010797772,1522.3946222669178,1315.0677001953125
1876.5796875,1826.0220165369142,2107.966442711417,1861.502841336503,1898.2512451171874
1372.61103515625,1102.8696478242553,1312.4038629106249,1284.833722578196,2009.73583984375
3403.479736328125,2894.35209961614,2884.3382342904147,2790.5815395249483,4546.1048828125
2806.394140625,2683.8586159947226,2946.93584016657,2581.1569856457154,2748.83974609375
2814.90576171875,2947.3978387226953,3023.40067058628,2798.447942416773,2978.347998046875
1730.660107421875,1579.6219507361807,1734.231769743627,1507.5514354448678,1776.2251708984375
3415.978857421875,3440.92798513827,3602.3514057817156,3595.9154973258787,3169.061474609375
1469.364453125,1317.346457839685,1326.1508686862667,1329.475082571448,1701.1722900390625
611.6947509765625,657.5757645197243,612.8655483987598,655.4950570469217,687.7875
1004.000830078125,964.4017116552119,942.1591498056899,916.532145534208,820.4346801757813
4773.64296875,4903.813892298025,5570.276527143005,5153.176944413339,5041.291796875
1691.7343505859376,1622.0411753610717,1663.1926404405872,1824.2813420038328,1557.3884521484374
2005.4745849609376,1943.893314895966,1877.1979768175916,1872.1005015224914,1978.6780029296874
1695.4805908203125,1501.6812357350466,1477.7323799985368,1512.769364244728,1398.60205078125
2948.565771484375,3157.805772453054,3010.286925664043,3114.1994989486566,3256.658203125
2322.066796875,2745.4357160870686,2706.631809425109,2637.1732872537928,2505.9251953125
1505.2875732421876,1492.2980111681914,1350.1860733381377,1391.3454191854873,1712.65009765625
1912.7019775390625,2099.229186037507,2077.213013892486,2020.7362483791833,2369.26630859375
2471.441650390625,2096.2551296884694,1937.964190567538,1995.3409825001877,2576.32236328125
2122.72421875,1962.9606411928714,2028.3460441362306,1954.0071365159733,1471.80517578125
984.1242431640625,997.7956363802581,844.281040602926,1064.2756326354827,1384.551611328125
2187.396337890625,2015.6236026388888,1915.7496085743492,2123.099383278733,1849.2894775390625
2619.205029296875,2549.3388679562677,2654.3897075521795,2644.6922288890346,2535.69697265625
2495.342529296875,2303.3453718421797,2255.1061606590783,2371.3436396327165,2096.5497802734376
2338.61162109375,2336.180337381008,2397.2989153048534,2411.0163628978335,2039.47822265625
879.527197265625,971.2625509851787,961.5339828475978,1014.3541256500445,1072.9653076171876
1075.6248779296875,1004.8757463625382,954.6795407487976,990.746228080995,1167.3983154296875
691.0422973632812,819.6302587961218,822.6633614036185,837.9120452463897,1023.8804809570313
1727.6352783203124,1501.8921618403158,1559.6311912219164,1452.5328793535202,1092.2907470703126
1031.8337036132812,1094.4551065342084,1098.9108848623268,1050.2752383576355,1215.0271484375
1252.91123046875,1278.9946338863306,1254.8848675970298,1255.3031272754201,1176.228662109375
3508.0833984375,3369.3505592468186,3488.536384023371,3528.8710544472588,2664.235302734375
3372.337158203125,3570.6477181151167,3498.05885644361,3553.172709015329,2862.39521484375
3618.9666015625,4225.185029593815,4136.1235701783935,4057.0122254373555,3816.323046875
927.061083984375,787.2283783019877,827.7963732819089,990.7608025618072,879.1841674804688
3792.440869140625,4169.0553525499,4007.3617053066446,3838.532989702212,3527.665283203125
2135.93984375,2272.737937202729,2144.531514594359,2185.6766204204127,1664.6885009765624
1614.75390625,1311.0047921263115,1557.9112735799954,1385.0995122893712,1093.645703125
1903.9234375,1829.0487232152877,2030.2345934983932,1815.1211880499693,1735.5365234375
1731.873828125,1734.8661950524288,1622.27365932711,1643.2224381093524,1799.1218017578126
770.2878051757813,756.8703083331251,775.2063269743297,729.9994913105008,780.8118408203125
1814.3985595703125,1750.5238022461847,1681.2452773802881,1696.6855211475308,1557.88046875
3533.8796875,3618.774114837101,3515.331021142575,3435.2286657459217,3667.525634765625
2909.186279296875,3015.049068670167,2974.2033863324573,2803.150542169641,2603.795263671875
3184.128125,3221.9038850260704,2939.579922977872,3200.103131390021,3579.73056640625
1378.808740234375,1244.6572190497068,1252.8478179444778,1269.2676262798261,1347.4768798828125
1770.237060546875,1649.2087882790433,1679.4977070018765,1554.2488907041454,1692.9153076171874
4189.6224609375,4372.592679020534,4624.582686306737,4315.343327036238,3962.411376953125
2022.6657958984374,1731.4909665593543,1817.2123278070117,1713.607886161608,1903.2372802734376
5543.66533203125,5046.686479638729,5127.6565284856915,5329.817184942587,6264.425390625
1712.4773193359374,1635.9364799587881,1769.590119172739,1790.2228490092366,2077.15205078125
