Id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,feature_188,feature_189,feature_190,feature_191,feature_192,feature_193,feature_194,feature_195,feature_196,feature_197,feature_198,feature_199,feature_200,feature_201,feature_202,feature_203,feature_204,feature_205,feature_206,feature_207,feature_208,feature_209,feature_210,feature_211,feature_212,feature_213,feature_214,feature_215,feature_216,feature_217,feature_218,feature_219,feature_220,feature_221,feature_222,feature_223,feature_224,feature_225,feature_226,feature_227,feature_228,feature_229,feature_230,feature_231,feature_232,feature_233,feature_234,feature_235,feature_236,feature_237,feature_238,feature_239,feature_240,feature_241,feature_242,feature_243,feature_244,feature_245,feature_246,feature_247,feature_248,feature_249,feature_250,feature_251,feature_252,feature_253,feature_254,feature_255,feature_256,feature_257,feature_258,feature_259,feature_260,feature_261,feature_262,feature_263,feature_264,feature_265,feature_266,feature_267,feature_268,feature_269,feature_270,feature_271,feature_272,feature_273,feature_274,feature_275,feature_276,feature_277,feature_278,feature_279,feature_280,feature_281,feature_282,feature_283,feature_284,feature_285,Energy_consumption
481,2,3,MT,A,2,0,-2,0,-2,10,1,2,1,3,4,-2,4,1,1,3,7,1,5,1,0,42,2,3,1,4,0,0,-2,-2,-2,0,-2,-2,0,0,0,1,4,5,2,1,-2,-2,-2,-2,1,2,4,5,1,5,-2,-2,14,10,0,-2,-2,0,-2,-2,1,21,1,2,1,0,1,1,0,0,0,0,0,1,5,1,3,1,2,5,3,3,2,1,5,5,2,3,3,3,2,2,3,3,2,1,0,3,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,-2,5,5,41,1,0,2,68,68,66,1,1,5,-2,-2,0,0,-2,1,3,0,41,1,1,2,1,41,2,72,72,72,-2,-2,0,-2,7,0,0,0,0,-2,5,-2,3,3,0,-2,3,20,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,-2,-2,-2,0,-2,-2,1,60,0,0,1,2,3,2,1,5,2,0,-2,-2,-2,-2,-2,-2,3,0,0,-2,-2,-2,0,-2,-2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,950,950,950,400,400,2733.605702930768,1052,1071,0,VC,5A,5373,5267,2499,950.4039563671477,0.10502582300505256,1.0166110682359435,10.037745787575485,17.173666983974332,1.7893288363823765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,-2,-2,-2,4801.4019513513895
482,3,7,MT,A,3,0,-2,0,-2,10,0,-2,1,2,7,-2,1,2,0,5,6,2,2,0,0,41,1,1,4,4,1,0,-2,-2,-2,0,-2,-2,1,0,0,1,1,-2,3,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,-2,-2,4,0,0,-2,-2,0,-2,-2,0,-2,0,-2,2,0,0,0,0,0,0,0,0,0,-2,-2,-2,1,1,3,2,2,2,1,1,3,2,2,1,1,3,3,1,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-2,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,2,-2,-2,-2,-2,-2,2,3,1,76,76,76,-2,-2,-2,0,2,0,0,0,0,-2,1,-2,3,1,0,-2,1,2,3,3,0,0,1,0,0,-2,0,0,0,0,0,0,-9,-2,-9,-2,-9,-9,-9,-9,-2,1,1,-2,-2,0,-2,-2,1,53,1,1,1,5,1,1,0,0,2,0,-2,-2,-2,-2,-2,-2,3,0,0,-2,15,0,0,-2,-2,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,195,0,584,389,584,2244.1861865396577,3175,3163,592,HH,1A-2A,1411,1373,242,73.50835149029557,0.08752151917087711,2.454881366610691,13.847849255481002,18.90464814090945,6.359897059750403,20.4668100119772,0.0,16.33151547728567,1.3418021350219582,2.7936868919343976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,5,5,-2,-2,749.5731886323564
483,2,4,MT,A,2,0,-2,1,0,10,0,-2,1,2,7,-2,2,1,0,2,4,2,5,0,0,41,2,3,3,3,1,0,-2,-2,-2,0,-2,-2,1,0,0,1,3,22,41,0,-2,-2,-2,-2,0,-2,-2,-2,1,5,-2,-2,10,5,0,-2,-2,0,-2,-2,1,25,1,2,2,1,0,1,0,0,0,0,0,1,3,3,41,1,1,2,2,3,41,1,5,2,41,3,3,3,5,5,3,3,5,5,2,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,-2,3,1,41,1,0,1,74,74,74,1,4,7,-2,0,-2,0,-2,1,1,0,41,1,0,1,-2,-2,-2,74,74,74,-2,0,-2,-2,2,1,4,1,0,-2,1,-2,1,2,0,-2,3,8,4,2,0,1,1,1,0,-2,0,0,0,0,0,0,1,1,1,-2,1,1,1,1,0,1,1,-2,-2,0,-2,-2,2,67,0,0,1,3,2,2,0,5,1,0,-2,-2,-2,-2,-2,-2,2,0,3,0,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,960,960,960,0,0,6539.99042233009,1340,1439,55,MH,4A,4610,4152,1594,698.8321016623784,0.10308090035681082,1.2124647789138845,10.864337913078213,17.834940684376516,2.392254857337308,63.424900020486405,37.34523773794845,26.079662282537967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7779690592966855,0.0,1,1,-2,-2,1527.4965422468085
484,3,5,MC,B,2,1,0,1,0,10,0,-2,1,3,4,-2,3,1,0,3,6,1,5,0,0,41,2,3,2,4,1,0,-2,-2,-2,0,-2,-2,0,0,0,1,4,21,41,1,-2,-2,-2,-2,1,1,3,5,1,1,-2,-2,7,2,0,-2,-2,0,-2,-2,1,7,1,2,3,0,1,1,0,0,0,0,0,1,3,2,3,1,1,1,3,3,42,1,5,1,41,2,3,1,4,4,2,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-2,3,1,2,1,0,1,72,72,72,0,-2,-2,1,0,-2,0,-2,1,1,0,2,1,0,1,-2,-2,-2,72,72,72,1,0,-2,-2,4,0,0,0,0,-2,1,-2,3,3,0,-2,2,6,4,2,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-2,-2,-9,-9,-9,2,62,0,0,1,2,1,1,0,5,1,1,0,0,1,1,1,0,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,2650,2650,2650,0,0,12657.6100801299,766,1071,0,VC,5A,5177,4793,2160,1026.70327185767,0.08752151917087711,0.7972237935142784,9.82963906421362,17.03752239859741,2.3728056308548906,148.18015570876932,125.20147809658795,18.6008512232541,4.378020881192096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,1993.850678319001
485,1,1,MT,C,2,1,1,1,0,20,0,-2,1,2,3,-2,3,1,1,2,5,2,5,1,5,30,1,1,2,4,0,0,-2,-2,-2,0,-2,-2,0,0,0,2,2,23,42,0,3,22,42,1,0,-2,-2,-2,1,2,-2,-2,7,3,0,-2,-2,0,-2,-2,1,5,1,2,3,0,1,1,1,0,0,0,0,0,-2,-2,-2,1,1,1,2,3,41,1,5,1,41,2,2,3,5,5,1,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-2,3,2,41,1,0,1,70,65,70,1,1,5,0,0,-2,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,0,0,0,-2,5,-2,42,3,0,-2,1,4,3,4,0,0,1,0,0,-2,0,0,0,0,0,0,1,-2,0,-2,0,0,0,0,0,1,-2,1,-2,0,-2,-2,2,78,0,0,1,1,1,1,0,5,1,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,-2,-2,-2,0,0,1840,2760,2760,920,3009.7561869658416,339,458,0,VC,6A-6B,7188,6993,3464,1418.9708309362447,0.10891566830153596,0.6414354893901172,8.754096839735952,16.259553339300727,-0.019449226482417138,0.0,0.0,0.0,0.0,0.0,0.0,113.57453601313419,108.15325862342522,0.0,5.421277389708953,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,-2,-2,5,1147.474410653828
486,2,3,MT,B,5,-2,-2,-2,-2,-2,-2,-2,2,8,8,0,2,2,0,2,4,3,-2,0,1,20,2,3,1,4,1,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,3,22,1,0,-2,-2,-2,-2,1,2,2,3,1,5,-2,-2,21,5,0,-2,-2,0,-2,-2,1,25,0,-2,2,1,0,1,0,0,0,0,0,1,2,4,2,1,2,5,2,3,1,1,5,5,1,1,3,3,3,3,-2,-2,-2,-2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,-2,3,1,2,1,0,1,70,70,70,0,-2,-2,-2,-2,-2,0,-2,1,1,0,2,1,0,1,-2,-2,-2,70,70,70,-2,-2,-2,-2,4,0,-2,-2,0,-2,1,1,2,2,0,-2,2,6,0,3,3,0,-2,-2,-9,-9,-2,-2,-2,-2,-2,-2,1,0,1,1,1,1,0,0,0,1,1,-2,-2,-8,-9,-9,1,68,0,0,1,2,2,2,0,5,2,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,1033,1033,1033,0,0,2343.1554951340913,609,642,0,VC,6A-6B,7132,6699,3486,1360.9771274109733,0.10113597770856912,0.4066833257473423,8.913580496891774,16.37624869819523,0.03889845296483428,55.60572749776024,20.860656848246148,34.74526514177892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,998.3037058403092
487,1,2,MT,A,2,1,0,1,1,20,0,-2,1,1,5,-2,3,1,1,3,6,3,5,0,1,42,1,1,1,4,1,0,-2,-2,-2,0,-2,-2,1,0,0,3,2,21,3,1,2,1,3,4,1,2,4,5,1,5,-2,-2,30,1,0,-2,-2,0,-2,-2,2,7,1,2,1,0,1,1,0,1,1,1,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,1,5,1,41,4,4,1,4,4,3,5,3,3,2,0,0,3,2,0,0,0,0,0,1,1,4,0,1,1,1,-2,8,7,2,0,-2,4,78,78,63,1,9,1,0,0,-2,1,1,1,2,-2,-2,-2,-2,-2,1,3,2,75,75,60,0,0,-2,-2,1,3,0,0,0,-2,1,-2,3,3,0,-2,2,8,3,3,0,0,2,1,0,-2,0,0,0,0,0,0,-2,-2,-9,-9,-9,-9,-9,-9,-2,1,1,-2,-2,0,-2,-2,1,23,1,0,4,2,5,5,0,5,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,303,1817,3151,2848,1334,4597.729035087038,383,485,43,VC,6A-6B,7272,7387,3511,1714.6204676181158,0.10308090035681082,0.3841222230277385,7.945009018067402,16.395697924677645,0.19449226482417134,236.3234666502893,157.10093241945958,79.22253423082971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7779690592966855,0.0,1,1,-2,-2,1708.2986910422712
488,3,6,MT,A,2,0,-2,1,0,40,1,2,1,5,5,-2,3,2,0,3,6,2,5,1,0,50,2,2,1,4,0,0,-2,-2,-2,1,0,-2,1,0,0,1,3,21,5,1,-2,-2,-2,-2,1,1,3,5,1,5,-2,-2,12,12,0,-2,-2,0,-2,-2,1,4,1,2,2,0,0,1,1,0,0,0,0,1,3,2,3,1,1,3,2,3,3,1,5,3,2,2,3,3,5,5,3,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,1,-2,5,5,2,1,1,2,70,64,68,1,1,5,-2,0,0,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,3,0,0,0,0,-2,5,-2,3,3,0,-2,2,1,3,0,0,0,3,0,0,-2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,-9,1,-2,-2,-2,1,0,-2,1,69,0,0,1,2,2,2,0,5,4,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,1962,1962,2362,400,2612.8931977176867,1836,2146,137,MH,3A,2793,2294,611,361.13129240287316,0.0719621379849434,1.9999639591869542,12.1227028664906,17.990534496235853,4.842857394121866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,-2,-2,-2,3722.6270709400787
489,1,2,MT,A,2,1,0,1,0,20,1,1,1,4,8,-2,3,2,0,3,6,1,5,0,1,30,1,3,2,4,1,0,-2,-2,-2,0,-2,-2,1,0,0,2,3,23,1,0,2,1,2,1,0,-2,-2,-2,1,1,-2,-2,6,0,1,1,6,1,1,0,1,6,1,1,0,1,1,1,1,0,1,1,0,0,-2,-2,-2,1,1,2,2,2,3,1,5,2,3,5,2,3,2,2,3,3,2,2,0,0,0,1,5,0,0,2,0,3,2,1,2,0,1,1,1,-2,3,1,3,1,0,2,68,62,66,0,-2,-2,0,0,0,0,-2,1,1,0,3,1,0,2,-2,-2,-2,72,78,70,0,0,0,-2,2,2,0,0,1,1,1,-2,3,2,0,-2,2,10,4,4,3,1,2,1,0,-2,0,0,0,0,0,0,0,-2,0,-2,0,1,0,0,0,1,1,-2,-2,0,-2,-2,2,51,1,0,4,2,3,2,1,0,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,933,933,1024,341,341,3251.4576798159887,871,993,9,VC,5A,5397,5401,2462,1062.1650465030611,0.09724613241208567,0.8804664828590237,9.732392931801538,17.19311621045675,3.0146301047746564,49.08401287367613,10.099594327789573,32.779337328936194,4.285442563135792,0.0,1.9194441615497466,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,605.9707973607536
490,3,5,MT,A,3,1,1,0,-2,20,0,-2,1,4,6,-2,1,1,0,3,4,3,1,0,1,30,1,2,1,3,1,0,-2,-2,-2,0,-2,-2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,-2,-2,2,5,0,-2,-2,0,-2,-2,1,7,0,-2,2,0,0,0,0,0,0,0,0,0,-2,-2,-2,1,1,3,2,3,42,0,-2,-2,-2,2,1,1,3,4,1,1,1,2,0,0,0,0,0,0,0,0,8,0,0,0,2,1,0,-2,1,-2,3,5,41,1,0,1,79,79,70,0,-2,-2,1,-2,-2,0,-2,1,1,1,5,1,1,1,-2,-2,-2,70,70,70,0,-2,-2,-2,0,0,0,0,0,-2,5,-2,42,2,0,-2,1,4,1,4,2,0,1,0,-9,-9,-9,-9,-9,-9,-9,0,-9,-2,-2,-2,-2,-9,-9,-9,0,1,3,-2,-2,1,1,0,1,80,0,0,2,2,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,-2,-2,-2,0,-2,-2,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,1033,1291,1549,516,258,3515.402438071485,1054,1068,89,MH,4A,4473,4179,1462,706.9190900337674,0.07974182857791025,1.1103563398811942,10.844888686595798,17.620999193069924,3.714802258141673,7.544743937059255,0.0,0.0,7.544743937059255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,5,-2,-2,1031.4519949956168
491,4,10,MT,B,2,0,-2,1,1,10,0,-2,1,3,6,-2,3,2,0,3,6,2,2,0,0,41,1,2,1,4,1,1,4,0,-2,0,-2,-2,1,0,0,1,4,21,3,1,-2,-2,-2,-2,1,2,2,41,1,1,-2,-2,12,0,0,-2,-2,0,-2,-2,1,0,1,2,2,0,1,1,0,0,0,1,0,0,-2,-2,-2,1,1,3,3,2,3,1,1,3,3,3,3,2,3,5,2,2,2,3,0,1,0,1,1,0,1,0,0,1,0,0,3,0,1,1,1,-2,3,1,3,1,1,1,75,75,70,0,-2,-2,-2,0,-2,0,-2,1,1,0,3,1,1,1,-2,-2,-2,77,80,78,-2,0,-2,0,5,2,0,0,0,-2,1,-2,3,2,0,-2,2,4,4,4,0,0,1,1,1,0,1,0,0,0,0,1,1,-2,1,0,1,1,0,0,0,1,1,-2,-2,1,1,0,2,63,0,1,1,1,2,2,0,5,2,1,0,0,0,1,1,0,3,3,3,0,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,1808,1808,3616,1808,1808,2196.1466554757667,2033,2696,381,HD,3B-4B,2417,1884,258,120.85943828438832,0.08363167387439369,0.0005834767944725141,13.353838902827606,19.176937311663295,6.3793462862328205,145.35282165502036,103.45238058262498,34.359975965162235,4.760587166101241,2.779877941131881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,4370.027249107824
492,3,5,MN,C,1,-2,-2,-2,-2,-2,-2,-2,1,4,7,-2,3,1,1,2,5,3,3,-2,0,30,2,1,2,4,1,0,-2,-2,-2,0,-2,-2,0,1,0,1,5,21,3,1,-2,-2,-2,-2,0,-2,-2,-2,1,5,-2,-2,14,5,0,-2,-2,0,-2,-2,1,10,0,-2,4,0,0,0,0,0,0,0,0,0,-2,-2,-2,1,1,7,3,2,41,1,5,0,41,4,3,1,3,4,3,1,3,5,4,0,0,1,0,0,0,0,0,0,1,0,4,0,1,1,1,-2,3,5,5,1,1,1,75,75,75,1,9,5,-2,-2,-2,0,-2,1,2,-2,-2,-2,-2,-2,2,3,2,60,70,60,-2,-2,-2,-2,0,0,-2,-2,0,-2,5,-2,3,3,0,-2,1,3,4,4,0,1,1,1,0,-2,0,0,0,0,0,0,0,-2,0,-2,0,0,0,0,0,1,-2,-2,-2,0,-2,-2,1,34,1,0,2,2,4,1,3,5,2,1,0,0,0,0,1,0,1,1,2,0,1,0,0,-2,-2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,410,1025,1025,615,0,4048.8051820802307,1635,1714,73,MH,4A,3470,3435,1226,486.975567434705,0.07974182857791025,2.05247687068948,11.62285774589248,18.16557753457761,4.492771317438359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,-2,-2,-2,5671.55178651508
493,2,3,MT,A,4,-2,-2,-2,-2,-2,-2,-2,2,4,8,1,0,1,0,1,1,1,1,0,0,30,1,1,2,3,1,-2,-2,-2,-2,0,-2,-2,0,0,-2,1,3,21,41,1,-2,-2,-2,-2,0,-2,-2,-2,1,1,-2,-2,5,3,0,-2,-2,0,-2,-2,1,10,1,23,4,1,1,1,0,0,0,1,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,5,4,2,5,2,1,1,0,0,2,1,0,0,1,0,1,1,0,2,0,1,0,1,-2,10,5,1,1,1,3,70,58,60,1,9,1,-2,-2,-2,1,0,1,2,-2,-2,-2,-2,-2,1,2,1,65,70,65,-2,-2,-2,-2,0,2,-2,-2,0,-2,1,2,3,-2,-2,-2,1,6,4,4,4,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,1,0,1,1,-2,-2,0,-2,-2,2,23,1,0,2,3,1,1,0,5,2,0,-2,-2,-2,-2,-2,-2,2,2,0,-2,-2,-2,0,-2,-2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,664,664,664,0,0,4762.811990347484,1061,1305,0,VC,5A,5971,5267,2852,1094.4779913809489,0.10891566830153596,0.8888296502464632,9.642926489982415,17.407057701763335,1.0502582300505254,90.65303912681108,60.325276795983584,25.4321975329383,4.895370305624394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,834.0643238250079
494,2,4,MT,A,2,1,1,1,0,40,1,2,1,4,5,-2,3,3,0,6,9,2,5,1,1,41,1,1,2,3,1,0,-2,-2,-2,0,-2,-2,1,0,0,2,3,5,2,0,3,22,42,2,1,2,4,5,1,1,-2,-2,7,5,0,-2,-2,0,-2,-2,1,10,1,1,3,1,0,1,1,0,0,1,0,1,2,1,41,1,2,3,2,3,3,1,1,3,3,4,1,1,4,4,3,1,3,3,2,1,0,1,2,1,1,2,1,1,2,1,2,1,1,1,1,-2,3,1,3,1,1,3,68,65,64,1,1,5,1,0,0,0,-2,1,1,0,3,1,1,3,-2,-2,-2,78,80,78,1,0,0,-2,0,0,0,1,0,-2,1,-2,41,3,0,-2,3,10,4,2,4,1,2,0,0,-2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,-2,-2,1,0,-2,2,62,0,0,1,5,2,2,0,4,8,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,3188,3188,3188,400,400,2234.7476519707793,547,658,13,VC,6A-6B,8469,7562,4188,1429.0494200994333,0.13030981743219486,0.012447504948746968,8.726867922660569,17.543202287140254,-2.547848669196645,173.19847370216183,124.30020094139276,36.289922709012494,7.555052027094936,2.8664269989786373,2.1868710256829833,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,1545.6642591962984
495,4,8,MT,C,2,1,1,1,0,10,1,2,1,7,7,-2,3,3,0,6,9,1,2,0,0,42,1,1,2,3,1,0,-2,-2,-2,0,-2,-2,1,0,0,2,3,21,3,1,1,-2,3,4,0,-2,-2,-2,1,5,-2,-2,4,0,1,5,2,0,-2,-2,1,7,1,2,4,1,0,0,1,0,1,0,1,1,1,2,3,1,2,1,3,3,3,1,5,1,3,2,3,5,4,5,3,5,3,4,0,2,0,1,2,0,0,0,0,0,1,0,1,0,1,0,1,-2,3,1,3,1,0,1,68,68,68,0,-2,-2,1,0,0,0,-2,1,1,0,3,1,1,1,-2,-2,-2,80,90,80,1,0,0,0,1,1,0,0,0,-2,1,-2,3,3,0,-2,2,3,4,2,0,0,1,0,0,-2,0,0,0,0,0,0,-9,-9,-9,-2,-9,-9,-9,-9,-9,1,1,-2,-2,0,-2,-2,1,41,1,0,1,3,1,1,0,5,5,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,2636,2636,2636,400,400,5041.5558342417235,750,867,46,VC,5B-5C,6089,5517,2330,1153.2710581146475,0.11475043624626108,0.0,9.481497910178351,17.834940684376516,1.283648947839531,118.45240201492436,95.61725969418323,22.835142320741127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,5,1,-2,-2,1477.55773586923
496,3,7,MT,A,2,0,-2,0,-2,10,1,1,1,2,6,-2,3,2,0,2,5,2,5,0,0,41,1,2,3,3,1,0,-2,-2,-2,0,-2,-2,1,0,0,1,4,22,3,0,-2,-2,-2,-2,1,2,4,42,1,5,-2,-2,20,10,0,-2,-2,0,-2,-2,0,-2,0,-2,2,0,1,1,0,0,0,0,0,1,1,5,3,1,1,3,2,3,3,1,5,3,2,1,1,5,1,2,-2,-2,-2,-2,0,0,0,0,1,1,0,0,1,0,1,1,2,0,1,1,1,-2,3,1,5,1,0,2,70,64,70,0,-2,-2,-2,-2,0,0,-2,1,1,0,3,1,0,2,-2,-2,-2,78,85,78,-2,-2,0,0,3,0,0,0,1,9,1,-2,5,3,0,-2,2,4,4,2,4,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,-2,-2,-9,-9,-9,2,59,1,0,1,5,2,2,0,4,5,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,2214,2214,2214,250,250,5658.47134149907,3050,3321,662,HH,1A-2A,1519,1430,190,79.65819690403586,0.08752151917087711,2.3716386772659455,13.787556653385508,18.90464814090945,6.359897059750403,124.30778613972087,95.70283629070587,28.604949849015004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,2617.5049068898325
